,회사명,시기,지원분야,대학,계열,전공,학점,토익,토익스피킹,오픽,외국어,자격증,해외경험,인턴,수상내역,봉사
218,㈜KT,2020년,영업지원,서울4년제,사회과학계열,사범대학,3.76,-,Lv6,-,-,1개,2회,-,1회,2회
219,㈜KT,2020년,제품영업,서울4년제,상경계열,경제학부,3.76,960점,-,IH,-,-,1회,-,2회,3회
220,(주)LG화학,2022년,R&D·연구원,수도권4년제,공학계열,신소재,3.65,-,-,IH,-,-,1회,1회,-,1회
221,(주)LG화학,2022년,품질관리자,서울4년제,특성화학부,시스템생명공학과,3.95,-,-,IM1,-,2개,-,1회,3회,5회
222,(주)LG화학,2022년,품질관리자,서울4년제,자연과학계열,생명과학부,4.05,-,-,IH,-,-,-,-,-,-
223,(주)LG화학,2022년,품질관리자,서울4년제,자연과학계열,생명과학부,4.05,-,-,IH,-,-,-,-,-,-
224,(주)LG화학,2022년,자재관리자,지방4년제,공학계열,산업공학과,3.3,-,Lv6,-,-,3개,-,1회,2회,-
225,(주)LG화학,2022년,포장·가공담당자,서울4년제,공학계열,전자전기공학부,3.07,870점,-,IH,-,3개,1회,-,2회,1회
226,(주)LG화학,2022년,경영·비즈니스기획,서울4년제,상경계열,경영학과,4.32,985점,-,IH,-,2개,1회,2회,1회,3회
227,(주)LG화학,2022년,화학엔지니어,대학원,공학계열,고분자공학과,4.5,-,Lv6,-,-,-,-,-,-,-
228,(주)LG화학,2021년,품질관리자,서울4년제,공학계열,화학공학과,3.79,850점,-,IH,-,-,-,-,-,-
229,(주)LG화학,2021년,품질관리자,수도권4년제,공학계열,생명공학,4.2,-,Lv6,-,-,2개,-,-,-,1회
230,삼성중공업(주),2016년,시설관리자,해외대학,자연과학계열,수학,4.03,-,-,-,-,4개,-,-,-,-
231,삼성중공업(주),2016년,,서울4년제,화학공학과,,3.3,-,-,-,-,-,1회,-,-,-
232,삼성중공업(주),2016년,,수도권4년제,산업공학과,,4.1,830점,-,-,-,1개,-,-,-,-
233,삼성중공업(주),2016년,,지방4년제,조선해양공학과,,3.8,795점,-,-,-,4개,2회,3회,-,-
234,삼성중공업(주),2016년,,지방4년제,첨단기계전공,,3.1,835점,-,-,-,-,-,1회,-,2회
235,삼성중공업(주),2016년,기계엔지니어,지방4년제,공학계열,기계공학과,3.9,810점,Lv6,-,-,-,-,2회,-,1회
236,삼성중공업(주),2016년,기술·전문강사,대학원,인문과학계열,중어중문,4.22,-,-,-,3개,5개,1회,-,-,-
237,삼성중공업(주),2016년,기계엔지니어,고졸,-,,-,-,-,-,-,3개,-,-,-,-
238,삼성중공업(주),2016년,시설관리자,고졸,-,,-,-,-,-,-,-,-,-,-,-
239,삼성중공업(주),2015년,전기·전자엔지니어,초대졸,자동화전기과,,-,-,-,-,-,1개,-,-,-,-
240,교보생명,2022년,영업지원,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
241,교보생명,2022년,재무담당자,수도권4년제,상경계열,경제학과,3.62,840점,-,IH,1개,3개,-,-,3회,-
242,교보생명,2021년,영업관리,지방4년제,상경계열,경제금융학부,3.8,800점,-,-,-,6개,-,1회,2회,9회
243,교보생명,2021년,영업지원,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
244,교보생명,2019년,영업지원,서울4년제,상경계열,경영학부,3.8,930점,Lv6,-,-,-,-,-,-,2회
245,교보생명,2019년,금융영업,서울4년제,상경계열,경영학부,3.9,980점,-,AL,-,-,1회,-,1회,3회
246,교보생명,2019년,온라인마케터,서울4년제,상경계열,경영학부,3.57,-,-,IH,-,-,-,-,-,-
247,교보생명,2018년,재무담당자,서울4년제,상경계열,경제금융전공,4.12,970점,-,-,-,1개,-,-,2회,1회
248,교보생명,2018년,법인영업,수도권4년제,관광경영,,3.44,895점,-,IH,1개,3개,2회,-,1회,-
249,교보생명,2017년,영업지원,수도권4년제,공학계열,산업공학과,3.5,-,-,IM2,-,-,-,-,-,2회
250,한화오션(주),2022년,회계담당자,수도권4년제,상경계열,경제학과,4.13,455점,-,-,-,4개,-,-,-,3회
251,한화오션(주),2016년,생산직종사자,지방4년제,예/체능학계열,골프,3.5,-,-,-,1개,3개,1회,-,-,-
252,한화오션(주),2016년,,지방4년제,조선해양공학과,,3.8,795점,-,-,-,4개,2회,3회,-,-
253,한화오션(주),2016년,,지방4년제,기계공학,,4.1,865점,-,-,-,1개,1회,-,-,-
254,한화오션(주),2016년,기계엔지니어,고졸,-,,-,-,-,-,-,3개,-,-,-,-
255,한화오션(주),2016년,생산직종사자,고졸,-,,-,-,-,-,-,-,-,-,-,-
256,한화오션(주),2016년,사무보조,고졸,-,,-,-,-,-,-,3개,-,-,-,-
257,한화오션(주),2016년,생산직종사자,지방4년제,신문방송,,-,-,-,-,-,1개,-,-,-,-
258,한화오션(주),2016년,사무보조,지방4년제,자연과학계열,미생물학과,3.2,-,-,-,-,3개,-,-,-,-
259,한화오션(주),2016년,시설관리자,해외대학,자연과학계열,수학,4.03,-,-,-,-,2개,-,-,-,-
260,SK텔레콤,2023년,경영·비즈니스기획,대학원,상경계열,경영정보전공,4.5,765점,-,IH,-,3개,-,1회,-,4회
261,SK텔레콤,2022년,서비스영업,서울4년제,상경계열,경영대학,4.13,725점,IH,-,1개,2개,-,-,1회,3회
262,SK텔레콤,2022년,머신러닝엔지니어,서울4년제,자연과학계열,정보통계학과,3.58,945점,AL,-,-,2개,-,1회,2회,1회
263,SK텔레콤,2022년,경영·비즈니스기획,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
264,SK텔레콤,2022년,사무보조,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
265,SK텔레콤,2022년,경영·비즈니스기획,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
266,SK텔레콤,2022년,사무보조,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
267,SK텔레콤,2020년,시스템엔지니어,대학원,공학계열,전기전자컴퓨터공학부,3.35,-,-,IM2,-,2개,-,-,-,-
268,SK텔레콤,2020년,온라인마케터,서울4년제,상경계열,경영학과,3.74,975점,Lv7,-,-,-,1회,1회,1회,3회
269,SK텔레콤,2019년,경영·비즈니스기획,서울4년제,상경계열,경제학부,4.29,-,-,-,1개,-,1회,1회,1회,1회
270,한화생명보험㈜,2022년,금융영업,서울4년제,상경계열,글로벌금융전공,3.47,895점,-,-,-,3개,1회,-,1회,1회
271,한화생명보험㈜,2019년,사무보조,서울4년제,상경계열,경영정보학과,4.17,755점,-,-,-,4개,-,-,1회,-
272,한화생명보험㈜,2019년,금융영업,서울4년제,상경계열,무역학과,3.66,820점,Lv6,-,1개,4개,1회,1회,1회,2회
273,한화생명보험㈜,2018년,금융영업,서울4년제,상경계열,글로벌경영학과,3.4,930점,Lv6,AL,-,-,-,-,-,-
274,한화생명보험㈜,2018년,경영·비즈니스기획,서울4년제,법학계열,법학과,3.98,840점,-,-,-,-,-,-,-,1회
275,한화생명보험㈜,2018년,회계담당자,고졸,-,,-,-,-,-,-,8개,-,-,-,1회
276,한화생명보험㈜,2018년,사무담당자,대학원,상경계열,경영학,3.95,-,-,-,-,-,-,1회,1회,4회
277,한화생명보험㈜,2018년,사무담당자,대학원,상경계열,경영학,3.95,-,-,-,-,-,-,1회,1회,4회
278,한화생명보험㈜,2018년,머신러닝엔지니어,대졸4년제,자연과학계열,응용통계학과,3.78,-,Lv6,-,-,2개,-,1회,1회,1회
279,한화생명보험㈜,2018년,사무담당자,대학원,상경계열,금융보험학과,3.55,-,-,-,-,5개,-,-,-,4회
280,삼성화재해상보험,2020년,IT·기술영업,서울4년제,자연과학계열,응용통계학과,3.6,-,-,AL,-,-,1회,1회,2회,2회
281,삼성화재해상보험,2019년,영업지원,서울4년제,상경계열,경영학부,3.9,955점,Lv7,-,-,-,1회,-,1회,3회
282,삼성화재해상보험,2018년,금융영업,서울4년제,상경계열,글로벌경영학과,4.02,-,-,IH,-,5개,-,-,1회,2회
283,삼성화재해상보험,2017년,영업지원,서울4년제,상경계열,경영학,3.84,895점,Lv6,-,-,-,-,-,-,3회
284,삼성화재해상보험,2017년,영업지원,지방4년제,상경계열,경영학과,4.18,-,-,IH,-,-,1회,-,-,-
285,삼성화재해상보험,2017년,금융영업,서울4년제,중어중문,,3.78,935점,-,IH,1개,-,2회,-,-,-
286,삼성화재해상보험,2017년,금융영업,서울4년제,중어중문,,3.78,935점,-,IH,1개,-,2회,-,-,-
287,삼성화재해상보험,2017년,영업지원,지방4년제,상경계열,경영과,3.7,780점,Lv6,-,-,2개,-,-,1회,-
288,삼성화재해상보험,2017년,영업지원,지방4년제,어문학계열,영어과,3.3,900점,-,-,-,-,1회,-,-,-
289,삼성화재해상보험,2017년,영업지원,지방4년제,어문학계열,--,4.24,925점,Lv6,-,-,-,-,3회,1회,-
290,롯데쇼핑(주),2022년,MD,서울4년제,자연과학계열,식품공학과,3.77,970점,-,-,-,-,1회,-,-,-
291,롯데쇼핑(주),2022년,MD,서울4년제,자연과학계열,식품공학과,3.77,970점,-,-,-,-,1회,-,-,-
292,롯데쇼핑(주),2022년,MD,대졸4년제,사회과학계열,사회계열,0.33,-,-,IH,-,3개,-,2회,1회,5회
293,롯데쇼핑(주),2022년,MD,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
294,롯데쇼핑(주),2021년,MD,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
295,롯데쇼핑(주),2019년,머신러닝엔지니어,서울4년제,자연과학계열,응용통계학과,3.67,990점,Lv8,AL,-,1개,1회,1회,1회,2회
296,롯데쇼핑(주),2019년,머신러닝엔지니어,서울4년제,자연과학계열,응용통계학과,3.67,990점,Lv8,AL,-,1개,1회,1회,1회,2회
297,롯데쇼핑(주),2019년,화학엔지니어,지방4년제,공학계열,화학공학,3.5,910점,Lv7,-,1개,1개,-,-,-,2회
298,롯데쇼핑(주),2019년,경영·비즈니스기획,대졸4년제,상경계열,경영계열,4,955점,-,-,1개,-,1회,-,-,-
299,롯데쇼핑(주),2018년,경영·비즈니스기획,서울4년제,상경계열,경제,3.19,865점,-,IH,-,1개,1회,1회,1회,4회
300,㈜포스코인터내셔널,2021년,무역사무원,고졸,-,,-,-,-,-,-,5개,-,-,-,-
301,㈜포스코인터내셔널,2020년,해외영업,서울4년제,어문학계열,영어영문과,4.08,970점,Lv7,-,-,-,1회,-,-,1회
302,㈜포스코인터내셔널,2020년,해외영업,지방4년제,어문학계열,스페인ㆍ중남미학과,3.87,960점,-,AL,1개,1개,2회,-,2회,3회
303,㈜포스코인터내셔널,2020년,해외영업,서울4년제,공학계열,기계공학,3.66,-,-,AL,1개,-,1회,-,-,3회
304,㈜포스코인터내셔널,2019년,화학엔지니어,수도권4년제,공학계열,생명화학공학과,3.03,830점,-,IH,1개,-,1회,-,1회,-
305,㈜포스코인터내셔널,2019년,화학엔지니어,수도권4년제,공학계열,생명화학공학과,3.03,830점,-,IH,1개,-,1회,-,1회,-
306,㈜포스코인터내셔널,2018년,해외영업,수도권4년제,상경계열,e-비즈니스과,4,990점,-,AL,-,-,-,-,-,-
307,㈜포스코인터내셔널,2018년,해외영업,서울4년제,상경계열,글로벌경영학과,3.4,930점,Lv6,AL,-,-,-,-,-,-
308,㈜포스코인터내셔널,2017년,인사담당자,수도권4년제,상경계열,경영,3.22,-,-,-,2개,1개,1회,-,-,-
309,㈜포스코인터내셔널,2016년,,해외대학,영상미디어,,3.5,940점,-,-,-,-,-,-,1회,-
310,삼성물산(주),2022년,광고디자이너,서울4년제,써피스디자인,,3.95,955점,-,IH,-,1개,1회,3회,1회,3회
311,삼성물산(주),2022년,시설관리자,수도권4년제,자연과학계열,산업환경보건학과,3.31,-,-,-,-,-,-,-,-,-
312,삼성물산(주),2022년,시설관리자,수도권4년제,자연과학계열,산업환경보건학과,3.31,-,-,-,-,-,-,-,-,-
313,삼성물산(주),2021년,경영·비즈니스기획,서울4년제,상경계열,경제/경영계열,4.07,940점,-,IH,-,1개,1회,3회,-,10회
314,삼성물산(주),2021년,경영·비즈니스기획,서울4년제,상경계열,경제/경영계열,4.07,940점,-,IH,-,1개,1회,3회,-,10회
315,삼성물산(주),2019년,경영·비즈니스기획,서울4년제,상경계열,국제통상과,3.84,955점,-,IH,-,-,-,-,-,-
316,삼성물산(주),2018년,해외영업,수도권4년제,상경계열,e-비즈니스과,4,990점,-,AL,-,-,-,-,-,-
317,삼성물산(주),2018년,제품영업,수도권4년제,상경계열,e-비즈니스과,4,990점,-,AL,-,-,-,-,-,-
318,삼성물산(주),2017년,제품영업,지방4년제,어문학계열,중어중국학전공,3.22,530점,-,-,1개,3개,2회,1회,1회,1회
319,삼성물산(주),2016년,,서울4년제,건축학과,,3.85,-,Lv6,-,-,1개,-,-,2회,-
320,현대오일뱅크(주),2021년,품질관리자,수도권4년제,공학계열,화학공학과,3.95,860점,Lv6,-,-,2개,1회,-,-,2회
321,현대오일뱅크(주),2021년,품질관리자,수도권4년제,자연과학계열,화학과,4.09,930점,-,IH,-,1개,-,1회,-,3회
322,현대오일뱅크(주),2021년,제품영업,서울4년제,상경계열,무역학과,3.92,895점,-,IH,-,5개,3회,10회,-,7회
323,현대오일뱅크(주),2021년,품질관리자,대학원,공학계열,고분자,3.71,740점,Lv6,-,-,-,-,1회,1회,3회
324,현대오일뱅크(주),2021년,품질관리자,서울4년제,공학계열,화공생물공학과,4.39,-,Lv7,-,1개,-,-,6회,-,2회
325,현대오일뱅크(주),2021년,품질관리자,서울4년제,공학계열,화학공학부,3.87,860점,-,IH,-,2개,-,2회,-,2회
326,현대오일뱅크(주),2021년,품질관리자,서울4년제,공학계열,화학공학부,3.87,860점,-,IH,-,2개,-,2회,-,2회
327,현대오일뱅크(주),2020년,해외영업,서울4년제,어문학계열,한문학과,3.81,970점,-,AL,-,1개,1회,-,2회,4회
328,현대오일뱅크(주),2020년,해외영업,서울4년제,어문학계열,한문학과,3.81,970점,-,AL,-,1개,1회,-,2회,4회
329,현대오일뱅크(주),2020년,제품영업,서울4년제,상경계열,경제학과,3.9,880점,Lv7,IM2,-,2개,-,-,2회,1회
330,현대모비스㈜,2022년,소프트웨어개발자,서울4년제,공학계열,전기전자계열,3.4,-,Lv6,IH,-,-,-,-,-,-
331,현대모비스㈜,2022년,소프트웨어개발자,서울4년제,공학계열,전기전자계열,3.4,-,Lv6,IH,-,-,-,-,-,-
332,현대모비스㈜,2022년,품질관리자,지방4년제,공학계열,산업공학,3.87,875점,Lv6,-,-,2개,1회,-,1회,2회
333,현대모비스㈜,2022년,재무담당자,수도권4년제,상경계열,경제학과,3.62,840점,-,IH,1개,3개,-,-,3회,-
334,현대모비스㈜,2022년,제품영업,서울4년제,사회과학계열,미디어커뮤니케이션학과,3.74,-,-,AL,-,-,1회,1회,-,-
335,현대모비스㈜,2021년,재무담당자,서울4년제,상경계열,경영학부,3.5,-,Lv6,-,-,14개,1회,11회,-,8회
336,현대모비스㈜,2021년,재무담당자,서울4년제,상경계열,경영학부,3.5,-,Lv6,-,-,14개,1회,11회,-,8회
337,현대모비스㈜,2021년,재무담당자,서울4년제,상경계열,경영학부,3.5,-,Lv6,-,-,14개,1회,11회,-,8회
338,현대모비스㈜,2021년,기계엔지니어,서울4년제,자연과학계열,물리학과,3.77,840점,Lv6,IM2,1개,1개,-,-,1회,-
339,현대모비스㈜,2021년,기계엔지니어,서울4년제,공학계열,기계공학과,3.86,-,-,IM1,-,-,-,-,-,1회
340,(주)신세계,2018년,경영·비즈니스기획,서울4년제,생활과학계열,소비자학전공,4.26,980점,-,IH,-,-,-,1회,1회,2회
341,(주)신세계,2018년,경영·비즈니스기획,서울4년제,생활과학계열,소비자학전공,4.26,980점,-,IH,-,-,-,1회,1회,2회
342,(주)신세계,2018년,소프트웨어개발자,서울4년제,사회과학계열,문헌정보학과,3.65,-,Lv6,-,-,1개,-,-,1회,1회
343,(주)신세계,2017년,경영·비즈니스기획,서울4년제,상경계열,경영학,3.84,895점,Lv6,-,-,-,-,-,-,3회
344,(주)신세계,2017년,온라인마케터,서울4년제,상경계열,경영학,3.7,935점,Lv6,-,-,-,-,-,-,-
345,(주)신세계,2017년,재무담당자,서울4년제,상경계열,경영학과,3.69,975점,-,IM2,-,-,-,-,2회,-
346,(주)신세계,2017년,재무담당자,서울4년제,상경계열,경영학과,3.69,975점,-,IM2,-,-,-,-,2회,-
347,(주)신세계,2017년,시설관리자,지방4년제,공학계열,컴퓨터공학,2.5,-,-,-,-,1개,-,1회,-,1회
348,(주)신세계,2016년,,서울4년제,-,,4.06,960점,Lv7,-,-,-,-,-,1회,-
349,(주)신세계,2016년,,서울4년제,인문,,3.55,-,Lv7,-,-,-,-,-,-,3회
350,대한항공,2023년,영업지원,서울4년제,상경계열,경영대학,4.13,725점,IH,-,1개,2개,-,-,1회,3회
351,대한항공,2022년,호텔종사자,수도권4년제,공학계열,전자공학과,3.53,-,-,IH,-,2개,-,-,1회,6회
352,대한항공,2019년,설문·리서치,서울4년제,자연과학계열,응용통계학과,3.67,990점,Lv8,AL,-,1개,1회,1회,1회,2회
353,대한항공,2019년,전기기사,서울4년제,전기전자,,3.43,810점,Lv6,-,-,3개,-,-,-,-
354,대한항공,2019년,경영·비즈니스기획,서울4년제,어문학계열,영어영문학,3.92,980점,Lv7,-,1개,1개,1회,-,-,-
355,대한항공,2019년,경영·비즈니스기획,서울4년제,어문학계열,영어영문학,3.92,980점,Lv7,-,1개,1개,1회,-,-,-
356,대한항공,2019년,호텔종사자,해외대학,상경계열,금융경영과,3.35,900점,-,-,-,-,2회,-,-,2회
357,대한항공,2019년,호텔종사자,해외대학,상경계열,금융경영과,3.35,900점,-,-,-,-,2회,-,-,2회
358,대한항공,2018년,호텔종사자,서울4년제,공학계열,건축학과,3.27,980점,-,AL,-,2개,1회,-,1회,2회
359,대한항공,2018년,호텔종사자,서울4년제,공학계열,산업공학,3.66,970점,-,-,-,-,1회,-,1회,-
360,현대건설(주),2023년,현장관리자,서울4년제,공학계열,건축공학과,3.41,955점,-,IH,-,2개,-,-,-,3회
361,현대건설(주),2022년,현장관리자,서울4년제,공학계열,건축공학과,3.41,955점,-,IH,-,2개,-,-,-,3회
362,현대건설(주),2022년,경영·비즈니스기획,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
363,현대건설(주),2022년,경영·비즈니스기획,대졸4년제,사회과학계열,사회계열,3.25,-,-,IH,-,3개,-,2회,1회,5회
364,현대건설(주),2021년,전기기사,수도권4년제,자연과학계열,산업환경보건학과,3.31,-,-,-,-,-,-,-,-,-
365,현대건설(주),2021년,토목기사,대학원,공학계열,사회기반시스템공학과,4.5,795점,-,-,-,1개,1회,1회,1회,2회
366,현대건설(주),2021년,재무담당자,서울4년제,상경계열,회계학과,3.2,900점,-,-,-,4개,-,-,1회,1회
367,현대건설(주),2017년,사무담당자,서울4년제,사회과학계열,국제대학원,3,900점,-,-,-,1개,1회,3회,1회,1회
368,현대건설(주),2017년,현장관리자,지방4년제,인문과학계열,건축학과,4,870점,Lv6,-,-,3개,1회,-,-,-
369,현대건설(주),2017년,재무담당자,지방4년제,상경계열,경영학과,3.57,945점,-,AL,1개,-,1회,-,1회,-
370,현대제철주식회사,2023년,경영·비즈니스기획,대학원,공학계열,재료공학과,4.5,-,-,IH,-,2개,1회,-,-,-
371,현대제철주식회사,2023년,경영·비즈니스기획,서울4년제,공학계열,환경공학부,4.06,980점,AM,-,-,3개,1회,1회,1회,-
372,현대제철주식회사,2023년,생산·공정관리자,지방4년제,공학계열,기계공학과,4.29,-,Lv6,-,-,2개,-,1회,-,-
